consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Airplane_resp.keys,Airplane_resp.rt,Boat_resp.keys,Boat_resp.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,gender (m/f),worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,assignmentId,a,tp_a,b,tp_b,c,tp_c,Cow_resp.keys,Cow_resp.rt
space,6.413885,space,13.14219,5,2.07161,5,1.54033,4,4.468545,0,0,0,15,1,A3D2GO0IFRFN6R,16,ma_73637203-a_w_outline.jpg,ma_73637203-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,4,3.891205,0,1,1,27,1,A3D2GO0IFRFN6R,28,ma_79191795-a_w_outline.jpg,ma_79191795-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,4,4.88305,0,2,2,24,1,A3D2GO0IFRFN6R,25,ma_83536470-a_w_outline.jpg,ma_83536470-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,5,3.73422,0,3,3,18,1,A3D2GO0IFRFN6R,19,ma_23024660-a_w_outline.jpg,ma_23024660-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,2,4.91755,0,4,4,26,1,A3D2GO0IFRFN6R,27,ma_75958241-a_w_outline.jpg,ma_75958241-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,4,5.530205,0,5,5,19,1,A3D2GO0IFRFN6R,20,ma_77345858-a_w_outline.jpg,ma_77345858-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,1,8.41313,0,6,6,29,1,A3D2GO0IFRFN6R,30,ma_10504629-a_w_outline.jpg,ma_10504629-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,2,6.074835,0,7,7,6,1,A3D2GO0IFRFN6R,7,ma_8974554-a_w_outline.jpg,ma_8974554-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,2,4.41433,0,8,8,11,1,A3D2GO0IFRFN6R,12,ma_51537628-a_w_outline.jpg,ma_51537628-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,5,4.32529,0,9,9,9,1,A3D2GO0IFRFN6R,10,ma_57861456-a_w_outline.jpg,ma_57861456-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,3,11.221625,0,10,10,20,1,A3D2GO0IFRFN6R,21,ma_12178414-a_w_outline.jpg,ma_12178414-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,2,5.43097,0,11,11,0,1,A3D2GO0IFRFN6R,1,ma_87983207-a_w_outline.jpg,ma_87983207-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
,,,,,,,,4,5.851435,0,12,12,2,1,A3D2GO0IFRFN6R,3,ma_46475259-a_w_outline.jpg,ma_46475259-b_w_outline.jpg,35,f,A3D2GO0IFRFN6R,2020-10-13_16h08.21.208,MetaAwareness,2020.1.2,Win32,60,3UYRNV2KIU2L5ZMJ0WJYJCVOE87N8W,38F71OA9GUZROG90MBF648IXD0SMFF,91F89,91F89,38F71OA9GUZROG90MBF648IXD0SMFF,38F71OA9GUZROG90MBF648IXD0SMFF,250969,250969,,
