consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Airplane_resp.keys,Airplane_resp.rt,Boat_resp.keys,Boat_resp.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,gender (m/f),worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,assignmentId,a,tp_a,b,tp_b,c,tp_c,Cow_resp.keys,Cow_resp.rt
space,0.861,space,0.448,5,1.272,4,2.144,2,3.184,0,0,0,1,1,A2V4DP31BEVABF,2,rensink_Castle-a_w_outline.jpg,rensink_Castle-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.73,0,1,1,6,1,A2V4DP31BEVABF,7,rensink_NotreDame-a_w_outline.jpg,rensink_NotreDame-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,2,3.741,0,2,2,27,1,A2V4DP31BEVABF,28,rensink_Diver-a_w_outline.jpg,rensink_Diver-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.675,0,3,3,21,1,A2V4DP31BEVABF,22,rensink_Fountain-a_w_outline.jpg,rensink_Fountain-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,2,2.151,0,4,4,12,1,A2V4DP31BEVABF,13,rensink_Mosque-a_w_outline.jpg,rensink_Mosque-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.003,0,5,5,25,1,A2V4DP31BEVABF,26,rensink_Horizon-a_w_outline.jpg,rensink_Horizon-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,3,3.446,0,6,6,19,1,A2V4DP31BEVABF,20,rensink_Barns-a_w_outline.jpg,rensink_Barns-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.962,0,7,7,18,1,A2V4DP31BEVABF,19,rensink_Seal-a_w_outline.jpg,rensink_Seal-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.618,0,8,8,26,1,A2V4DP31BEVABF,27,rensink_Chopper-a_w_outline.jpg,rensink_Chopper-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
,,,,,,,,1,2.149,0,9,9,23,1,A2V4DP31BEVABF,24,rensink_Bus-a_w_outline.jpg,rensink_Bus-b_w_outline.jpg,34,m,A2V4DP31BEVABF,2020-10-09_15h46.55.575,MetaAwareness,2020.1.2,Win32,60,3H4IKZHALCL6869N6Y8H19LJ3RCNN2,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,T4WV1,T4WV1,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,3VW6495TLK3XIOF9A4V5NOCKRVAYYB,250371,250371,,
