"workerId","assignmentId","hitId","database","image","unmod_image_splash","mod_image","mod_image_splash","expTimer","response","trial_number","rt","x","y","click_acc","rt_s","log_rt","outliers","removed_RT"
"A120URYFNZAZYW",NA,NA,"ma","4247084","ma_4247084-as","ma_4247084-b","ma_4247084-bs",134.886,-1,18,4739,219,54,"1",4.739,0.675686708699401,0,0.675686708699401
"A120URYFNZAZYW",NA,NA,"ma","74173745","ma_74173745-as","ma_74173745-b","ma_74173745-bs",140.472,-1,19,4824,371,402,"1",4.824,0.683407299132095,0,0.683407299132095
"A120URYFNZAZYW",NA,NA,"ma","55174490","ma_55174490-as","ma_55174490-b","ma_55174490-bs",145.871,-1,20,4685,487,300,"1",4.685,0.670709595223797,0,0.670709595223797
"A120URYFNZAZYW",NA,NA,"ma","24383097","ma_24383097-as","ma_24383097-b","ma_24383097-bs",151.123,-1,21,4647,142,124,"1",4.647,0.667172672478868,0,0.667172672478868
"A120URYFNZAZYW",NA,NA,"ma","31236119","ma_31236119-as","ma_31236119-b","ma_31236119-bs",156.496,-1,22,4741,462,58,"1",4.741,0.675869955318957,0,0.675869955318957
"A120URYFNZAZYW",NA,NA,"ma","57861456","ma_57861456-as","ma_57861456-b","ma_57861456-bs",161.578,-1,23,4600,303,148,"1",4.6,0.662757831681574,0,0.662757831681574
"A120URYFNZAZYW",NA,NA,"ma","1191801","ma_1191801-as","ma_1191801-b","ma_1191801-bs",166.674,-1,24,4687,226,147,"1",4.687,0.67089495352021,0,0.67089495352021
"A120URYFNZAZYW",NA,NA,"ma","18345691","ma_18345691-as","ma_18345691-b","ma_18345691-bs",172.003,-1,25,4727,299,57,"1",4.727,0.674585602302914,0,0.674585602302914
"A120URYFNZAZYW",NA,NA,"ma","46475259","ma_46475259-as","ma_46475259-b","ma_46475259-bs",177.507,-1,26,4983,410,470,"1",4.983,0.697490887171057,0,0.697490887171057
"A120URYFNZAZYW",NA,NA,"ma","44993860","ma_44993860-as","ma_44993860-b","ma_44993860-bs",182.685,-1,27,4823,530,329,"1",4.823,0.683317261921883,0,0.683317261921883
"A120URYFNZAZYW",NA,NA,"ma","79241011","ma_79241011-as","ma_79241011-b","ma_79241011-bs",187.99,-1,28,4815,513,228,"1",4.815,0.682596291460553,0,0.682596291460553
"A120URYFNZAZYW",NA,NA,"ma","51856108","ma_51856108-as","ma_51856108-b","ma_51856108-bs",193.182,-1,29,4799,98,204,"1",4.799,0.681150749932421,0,0.681150749932421
"A120URYFNZAZYW",NA,NA,"ma","83691215","ma_83691215-as","ma_83691215-b","ma_83691215-bs",205.744,-1,31,4731,357,242,"1",4.731,0.674952948048565,0,0.674952948048565
"A120URYFNZAZYW",NA,NA,"ma","95091295","ma_95091295-as","ma_95091295-b","ma_95091295-bs",211.386,-1,32,4735,216,144,"1",4.735,0.675319983339292,0,0.675319983339292
"A12HWPFXQPITHD",NA,NA,"ma","61118260","ma_61118260-as","ma_61118260-b","ma_61118260-bs",97.6,-1,8,6823,554,227,"1",6.823,0.833975371279906,0,0.833975371279906
"A12HWPFXQPITHD",NA,NA,"ma","24383097","ma_24383097-as","ma_24383097-b","ma_24383097-bs",124.303,-1,11,6648,125,70,"1",6.648,0.822691010776055,0,0.822691010776055
"A12HWPFXQPITHD",NA,NA,"ma","51856108","ma_51856108-as","ma_51856108-b","ma_51856108-bs",132.023,-1,12,6647,83,200,"1",6.647,0.822625678774141,0,0.822625678774141
"A12HWPFXQPITHD",NA,NA,"ma","48486405","ma_48486405-as","ma_48486405-b","ma_48486405-bs",139.759,-1,13,6799,270,349,"1",6.799,0.832445041174111,0,0.832445041174111
"A12HWPFXQPITHD",NA,NA,"ma","88767165","ma_88767165-as","ma_88767165-b","ma_88767165-bs",147.583,-1,14,6943,461,398,"1",6.943,0.841547165256553,0,0.841547165256553
"A12HWPFXQPITHD",NA,NA,"ma","45525109","ma_45525109-as","ma_45525109-b","ma_45525109-bs",155.455,-1,15,6816,217,301,"1",6.816,0.833529581758644,0,0.833529581758644
"A12HWPFXQPITHD",NA,NA,"ma","56835136","ma_56835136-as","ma_56835136-b","ma_56835136-bs",163.207,-1,16,6751,565,341,"1",6.751,0.82936810798882,0,0.82936810798882
"A12HWPFXQPITHD",NA,NA,"ma","23199105","ma_23199105-as","ma_23199105-b","ma_23199105-bs",170.783,-1,17,6751,540,73,"1",6.751,0.82936810798882,0,0.82936810798882
"A12HWPFXQPITHD",NA,NA,"ma","62096551","ma_62096551-as","ma_62096551-b","ma_62096551-bs",178.168,-1,18,6975,616,89,"1",6.975,0.843544211945635,0,0.843544211945635
"A12HWPFXQPITHD",NA,NA,"ma","90405028","ma_90405028-as","ma_90405028-b","ma_90405028-bs",185.767,-1,19,6663,335,355,"1",6.663,0.823669813268136,0,0.823669813268136
"A12HWPFXQPITHD",NA,NA,"ma","25107991","ma_25107991-as","ma_25107991-b","ma_25107991-bs",193.279,-1,20,6887,343,170,"1",6.887,0.83803008298532,0,0.83803008298532
"A12HWPFXQPITHD",NA,NA,"ma","70687495","ma_70687495-as","ma_70687495-b","ma_70687495-bs",208.607,-1,22,6671,411,273,"1",6.671,0.824190940652583,0,0.824190940652583
"A12HWPFXQPITHD",NA,NA,"ma","16527526","ma_16527526-as","ma_16527526-b","ma_16527526-bs",231.471,-1,25,6664,559,351,"1",6.664,0.823734988398731,0,0.823734988398731
"A12HWPFXQPITHD",NA,NA,"ma","1383096","ma_1383096-as","ma_1383096-b","ma_1383096-bs",246.751,-1,27,6832,458,48,"1",6.832,0.834547857680949,0,0.834547857680949
"A12HWPFXQPITHD",NA,NA,"ma","4247084","ma_4247084-as","ma_4247084-b","ma_4247084-bs",262.031,-1,29,6744,234,32,"1",6.744,0.828917561616686,0,0.828917561616686
"A12HWPFXQPITHD",NA,NA,"ma","79191795","ma_79191795-as","ma_79191795-b","ma_79191795-bs",277.839,-1,31,6712,387,48,"1",6.712,0.826851947820644,0,0.826851947820644
"A12HWPFXQPITHD",NA,NA,"ma","83691215","ma_83691215-as","ma_83691215-b","ma_83691215-bs",285.087,-1,32,6727,355,244,"1",6.727,0.827821427682802,0,0.827821427682802
"A171UXH8M8F6HS",NA,NA,"ma","12115280","ma_12115280-as","ma_12115280-b","ma_12115280-bs",52.053,-1,3,8955,406,222,"1",8.955,0.95206559018505,0,0.95206559018505
"A171UXH8M8F6HS",NA,NA,"ma","95091295","ma_95091295-as","ma_95091295-b","ma_95091295-bs",59.972,-1,4,7002,227,164,"1",7.002,0.845222106429014,0,0.845222106429014
"A171UXH8M8F6HS",NA,NA,"ma","77574131","ma_77574131-as","ma_77574131-b","ma_77574131-bs",91.607,-1,7,5460,62,101,"1",5.46,0.737192642704737,0,0.737192642704737
"A171UXH8M8F6HS",NA,NA,"ma","55174490","ma_55174490-as","ma_55174490-b","ma_55174490-bs",97.835,-1,8,5491,493,271,"1",5.491,0.739651443709377,0,0.739651443709377
"A171UXH8M8F6HS",NA,NA,"ma","3099758","ma_3099758-as","ma_3099758-b","ma_3099758-bs",107.617,-1,9,8723,363,412,"1",8.723,0.940665872475829,0,0.940665872475829
"A171UXH8M8F6HS",NA,NA,"ma","61118260","ma_61118260-as","ma_61118260-b","ma_61118260-bs",115.783,-1,10,7035,566,231,"1",7.035,0.847264101770764,0,0.847264101770764
"A171UXH8M8F6HS",NA,NA,"ma","79241011","ma_79241011-as","ma_79241011-b","ma_79241011-bs",121.972,-1,11,5093,583,214,"1",5.093,0.706973676176178,0,0.706973676176178
"A171UXH8M8F6HS",NA,NA,"ma","97475929","ma_97475929-as","ma_97475929-b","ma_97475929-bs",127.903,-1,12,4913,367,396,"1",4.913,0.691346764134822,0,0.691346764134822
"A171UXH8M8F6HS",NA,NA,"ma","42429798","ma_42429798-as","ma_42429798-b","ma_42429798-bs",133.941,-1,13,4878,359,268,"1",4.878,0.688241795977712,0,0.688241795977712
"A171UXH8M8F6HS",NA,NA,"ma","18345691","ma_18345691-as","ma_18345691-b","ma_18345691-bs",139.791,-1,14,5054,303,71,"1",5.054,0.703635237583896,0,0.703635237583896
"A171UXH8M8F6HS",NA,NA,"ma","51537628","ma_51537628-as","ma_51537628-b","ma_51537628-bs",145.665,-1,15,4829,513,224,"1",4.829,0.683857205400346,0,0.683857205400346
"A171UXH8M8F6HS",NA,NA,"ma","16527526","ma_16527526-as","ma_16527526-b","ma_16527526-bs",151.368,-1,16,4791,570,290,"1",4.791,0.680426170858145,0,0.680426170858145
"A171UXH8M8F6HS",NA,NA,"ma","90405028","ma_90405028-as","ma_90405028-b","ma_90405028-bs",157.128,-1,17,4747,332,354,"1",4.747,0.67641923171836,0,0.67641923171836
"A171UXH8M8F6HS",NA,NA,"ma","25107991","ma_25107991-as","ma_25107991-b","ma_25107991-bs",165.499,-1,18,7115,345,167,"1",7.115,0.852174904420303,0,0.852174904420303
"A171UXH8M8F6HS",NA,NA,"ma","38546029","ma_38546029-as","ma_38546029-b","ma_38546029-bs",171.462,-1,19,4825,357,417,"1",4.825,0.683497317679811,0,0.683497317679811
"A171UXH8M8F6HS",NA,NA,"ma","23024660","ma_23024660-as","ma_23024660-b","ma_23024660-bs",177.649,-1,20,4869,386,218,"1",4.869,0.687439774545894,0,0.687439774545894
"A171UXH8M8F6HS",NA,NA,"ma","62096551","ma_62096551-as","ma_62096551-b","ma_62096551-bs",183.656,-1,21,4747,610,86,"1",4.747,0.67641923171836,0,0.67641923171836
"A171UXH8M8F6HS",NA,NA,"ma","51856108","ma_51856108-as","ma_51856108-b","ma_51856108-bs",189.171,-1,22,4702,87,178,"1",4.702,0.672282624788921,0,0.672282624788921
"A171UXH8M8F6HS",NA,NA,"ma","12178414","ma_12178414-as","ma_12178414-b","ma_12178414-bs",195.301,-1,23,4811,318,194,"1",4.811,0.682235356902564,0,0.682235356902564
"A171UXH8M8F6HS",NA,NA,"ma","1191801","ma_1191801-as","ma_1191801-b","ma_1191801-bs",201.061,-1,24,4793,231,148,"1",4.793,0.680607428991788,0,0.680607428991788
"A171UXH8M8F6HS",NA,NA,"ma","89354846","ma_89354846-as","ma_89354846-b","ma_89354846-bs",206.853,-1,25,4745,353,232,"1",4.745,0.676236216763311,0,0.676236216763311
"A171UXH8M8F6HS",NA,NA,"ma","77345858","ma_77345858-as","ma_77345858-b","ma_77345858-bs",213.041,-1,26,4729,327,364,"1",4.729,0.674769314015426,0,0.674769314015426
"A171UXH8M8F6HS",NA,NA,"ma","56835136","ma_56835136-as","ma_56835136-b","ma_56835136-bs",218.779,-1,27,4733,568,354,"1",4.733,0.675136504467994,0,0.675136504467994
"A171UXH8M8F6HS",NA,NA,"ma","31236119","ma_31236119-as","ma_31236119-b","ma_31236119-bs",224.496,-1,28,4716,474,60,"1",4.716,0.673573796423052,0,0.673573796423052
"A171UXH8M8F6HS",NA,NA,"ma","8197559","ma_8197559-as","ma_8197559-b","ma_8197559-bs",230.153,-1,29,4741,318,377,"1",4.741,0.675869955318957,0,0.675869955318957
"A171UXH8M8F6HS",NA,NA,"ma","10810329","ma_10810329-as","ma_10810329-b","ma_10810329-bs",235.722,-1,30,4724,205,285,"1",4.724,0.674309888941477,0,0.674309888941477
"A171UXH8M8F6HS",NA,NA,"ma","79573638","ma_79573638-as","ma_79573638-b","ma_79573638-bs",241.156,-1,31,4668,302,149,"1",4.668,0.669130847373333,0,0.669130847373333
"A171UXH8M8F6HS",NA,NA,"ma","10504629","ma_10504629-as","ma_10504629-b","ma_10504629-bs",246.375,-1,32,4666,93,273,"1",4.666,0.668944734457734,0,0.668944734457734
"A17EGKHBDGUDY3",NA,NA,"ma","83785171","ma_83785171-as","ma_83785171-b","ma_83785171-bs",54.72,-1,3,11281,382,303,"1",11.281,1.05234759922466,0,1.05234759922466
"A17EGKHBDGUDY3",NA,NA,"ma","10810329","ma_10810329-as","ma_10810329-b","ma_10810329-bs",64.908,-1,4,9084,211,297,"1",9.084,0.958277125547698,0,0.958277125547698
"A17EGKHBDGUDY3",NA,NA,"ma","89354846","ma_89354846-as","ma_89354846-b","ma_89354846-bs",102.64,-1,6,25948,358,230,"1",25.948,1.41410388925819,0,1.41410388925819
"A17EGKHBDGUDY3",NA,NA,"ma","75081153","ma_75081153-as","ma_75081153-b","ma_75081153-bs",112.478,-1,7,8794,200,390,"1",8.794,0.944186461283687,0,0.944186461283687
"A17EGKHBDGUDY3",NA,NA,"ma","88767165","ma_88767165-as","ma_88767165-b","ma_88767165-bs",130.794,-1,8,17120,444,403,"1",17.12,1.23350376034113,0,1.23350376034113
"A17EGKHBDGUDY3",NA,NA,"ma","24383097","ma_24383097-as","ma_24383097-b","ma_24383097-bs",138.57,-1,9,6730,153,137,"1",6.73,0.828015064223977,0,0.828015064223977
"A17EGKHBDGUDY3",NA,NA,"ma","97475929","ma_97475929-as","ma_97475929-b","ma_97475929-bs",162.335,-1,11,15163,385,396,"1",15.163,1.18078513497344,0,1.18078513497344
"A17EGKHBDGUDY3",NA,NA,"ma","83536470","ma_83536470-as","ma_83536470-b","ma_83536470-bs",170.135,-1,12,6750,206,199,"1",6.75,0.829303772831025,0,0.829303772831025
"A17EGKHBDGUDY3",NA,NA,"ma","38546029","ma_38546029-as","ma_38546029-b","ma_38546029-bs",192.837,-1,13,21671,357,417,"1",21.671,1.33587895213484,0,1.33587895213484
"A17EGKHBDGUDY3",NA,NA,"ma","22020472","ma_22020472-as","ma_22020472-b","ma_22020472-bs",202.763,-1,14,8867,606,292,"1",8.867,0.947776708464738,0,0.947776708464738
"A17EGKHBDGUDY3",NA,NA,"ma","13141692","ma_13141692-as","ma_13141692-b","ma_13141692-bs",214.619,-1,15,10564,573,384,"1",10.564,1.02382839253489,0,1.02382839253489
"A17EGKHBDGUDY3",NA,NA,"ma","87983207","ma_87983207-as","ma_87983207-b","ma_87983207-bs",225.005,-1,16,9034,45,253,"1",9.034,0.955880086225375,0,0.955880086225375
"A17EGKHBDGUDY3",NA,NA,"ma","3099758","ma_3099758-as","ma_3099758-b","ma_3099758-bs",236.551,-1,17,10584,326,421,"1",10.584,1.02464983117944,0,1.02464983117944
"A17EGKHBDGUDY3",NA,NA,"ma","62224663","ma_62224663-as","ma_62224663-b","ma_62224663-bs",254.851,-1,18,17310,461,217,"1",17.31,1.23829706787539,0,1.23829706787539
"A17EGKHBDGUDY3",NA,NA,"ma","85741618","ma_85741618-as","ma_85741618-b","ma_85741618-bs",264.586,-1,19,8634,205,159,"1",8.634,0.936212044320249,0,0.936212044320249
"A17EGKHBDGUDY3",NA,NA,"ma","10504629","ma_10504629-as","ma_10504629-b","ma_10504629-bs",272.268,-1,20,6809,61,212,"1",6.809,0.833083334178343,0,0.833083334178343
"A17EGKHBDGUDY3",NA,NA,"ma","12115280","ma_12115280-as","ma_12115280-b","ma_12115280-bs",282.17,-1,21,8674,401,222,"1",8.674,0.938219417812743,0,0.938219417812743
"A17EGKHBDGUDY3",NA,NA,"ma","13873251","ma_13873251-as","ma_13873251-b","ma_13873251-bs",291.996,-1,22,8636,79,312,"1",8.636,0.936312633662193,0,0.936312633662193
"A17EGKHBDGUDY3",NA,NA,"ma","77574131","ma_77574131-as","ma_77574131-b","ma_77574131-bs",310.271,-1,23,17095,63,104,"1",17.095,1.23286910513261,0,1.23286910513261
"A17EGKHBDGUDY3",NA,NA,"ma","61118260","ma_61118260-as","ma_61118260-b","ma_61118260-bs",318.592,-1,24,6969,575,231,"1",6.969,0.843170464519898,0,0.843170464519898
"A17EGKHBDGUDY3",NA,NA,"ma","38466626","ma_38466626-as","ma_38466626-b","ma_38466626-bs",326.467,-1,25,6781,385,447,"1",6.781,0.83129374437701,0,0.83129374437701
"A17EGKHBDGUDY3",NA,NA,"ma","95091295","ma_95091295-as","ma_95091295-b","ma_95091295-bs",338.195,-1,26,10824,228,152,"1",10.824,1.03438778358957,0,1.03438778358957
"A17EGKHBDGUDY3",NA,NA,"ma","18345691","ma_18345691-as","ma_18345691-b","ma_18345691-bs",347.962,-1,27,8629,278,55,"1",8.629,0.935960468989166,0,0.935960468989166
"A17EGKHBDGUDY3",NA,NA,"ma","27857618","ma_27857618-as","ma_27857618-b","ma_27857618-bs",355.73,-1,28,6784,261,98,"1",6.784,0.831485839248657,0,0.831485839248657
"A17EGKHBDGUDY3",NA,NA,"ma","42429798","ma_42429798-as","ma_42429798-b","ma_42429798-bs",363.53,-1,29,6562,350,280,"1",6.562,0.817036226050029,0,0.817036226050029
"A17EGKHBDGUDY3",NA,NA,"ma","46635293","ma_46635293-as","ma_46635293-b","ma_46635293-bs",373.323,-1,30,8956,207,402,"1",8.956,0.952114084906993,0,0.952114084906993
"A17EGKHBDGUDY3",NA,NA,"ma","51537628","ma_51537628-as","ma_51537628-b","ma_51537628-bs",381.11,-1,31,6803,523,221,"1",6.803,0.832700470960567,0,0.832700470960567
"A17EGKHBDGUDY3",NA,NA,"ma","57861456","ma_57861456-as","ma_57861456-b","ma_57861456-bs",388.762,-1,32,6595,321,136,"1",6.595,0.819214799882384,0,0.819214799882384
"A18CTR5TVQEXQB",NA,NA,"ma","51856108","ma_51856108-as","ma_51856108-b","ma_51856108-bs",130.533,-1,6,6887,66,188,"1",6.887,0.83803008298532,0,0.83803008298532
"A18CTR5TVQEXQB",NA,NA,"ma","83536470","ma_83536470-as","ma_83536470-b","ma_83536470-bs",146.841,-1,8,6964,194,201,"1",6.964,0.842858762445294,0,0.842858762445294
"A18CTR5TVQEXQB",NA,NA,"ma","73637203","ma_73637203-as","ma_73637203-b","ma_73637203-bs",154.484,-1,9,6852,189,59,"1",6.852,0.835817354293473,0,0.835817354293473
"A18CTR5TVQEXQB",NA,NA,"ma","31236119","ma_31236119-as","ma_31236119-b","ma_31236119-bs",169.833,-1,11,6759,485,57,"1",6.759,0.829882446443493,0,0.829882446443493
"A18CTR5TVQEXQB",NA,NA,"ma","77793328","ma_77793328-as","ma_77793328-b","ma_77793328-bs",177.516,-1,12,7271,565,281,"1",7.271,0.861594144643865,0,0.861594144643865
"A18CTR5TVQEXQB",NA,NA,"ma","88767165","ma_88767165-as","ma_88767165-b","ma_88767165-bs",185.307,-1,13,6616,434,398,"1",6.616,0.82059549654449,0,0.82059549654449
"A18CTR5TVQEXQB",NA,NA,"ma","13141692","ma_13141692-as","ma_13141692-b","ma_13141692-bs",212.809,-1,16,9171,564,387,"1",9.171,0.962416693445751,0,0.962416693445751
"A18CTR5TVQEXQB",NA,NA,"ma","18169626","ma_18169626-as","ma_18169626-b","ma_18169626-bs",220.531,-1,17,6830,386,285,"1",6.83,0.834420703681533,0,0.834420703681533
"A18CTR5TVQEXQB",NA,NA,"ma","24383097","ma_24383097-as","ma_24383097-b","ma_24383097-bs",228.841,-1,18,7894,132,132,"1",7.894,0.897297122059497,0,0.897297122059497
"A18CTR5TVQEXQB",NA,NA,"ma","1191801","ma_1191801-as","ma_1191801-b","ma_1191801-bs",236.751,-1,19,6781,231,152,"1",6.781,0.83129374437701,0,0.83129374437701
"A18CTR5TVQEXQB",NA,NA,"ma","79241011","ma_79241011-as","ma_79241011-b","ma_79241011-bs",251.675,-1,21,6632,536,157,"1",6.632,0.821644517542217,0,0.821644517542217
"A18CTR5TVQEXQB",NA,NA,"ma","83691215","ma_83691215-as","ma_83691215-b","ma_83691215-bs",259.059,-1,22,6720,350,225,"1",6.72,0.827369273053825,0,0.827369273053825
"A18CTR5TVQEXQB",NA,NA,"ma","27857618","ma_27857618-as","ma_27857618-b","ma_27857618-bs",266.334,-1,23,6663,281,78,"1",6.663,0.823669813268136,0,0.823669813268136
"A18CTR5TVQEXQB",NA,NA,"ma","10504629","ma_10504629-as","ma_10504629-b","ma_10504629-bs",273.522,-1,24,6615,62,272,"1",6.615,0.82052984852352,0,0.82052984852352
"A18CTR5TVQEXQB",NA,NA,"ma","1383096","ma_1383096-as","ma_1383096-b","ma_1383096-bs",280.78,-1,25,6762,462,55,"1",6.762,0.83007516642975,0,0.83007516642975
"A18CTR5TVQEXQB",NA,NA,"ma","32289063","ma_32289063-as","ma_32289063-b","ma_32289063-bs",288.634,-1,26,6648,331,314,"1",6.648,0.822691010776055,0,0.822691010776055
"A18CTR5TVQEXQB",NA,NA,"ma","45525109","ma_45525109-as","ma_45525109-b","ma_45525109-bs",296.34,-1,27,6587,213,299,"1",6.587,0.818687663441514,0,0.818687663441514
"A18CTR5TVQEXQB",NA,NA,"ma","77574131","ma_77574131-as","ma_77574131-b","ma_77574131-bs",311.886,-1,29,6660,62,76,"1",6.66,0.823474229170301,0,0.823474229170301
"A18CTR5TVQEXQB",NA,NA,"ma","22020472","ma_22020472-as","ma_22020472-b","ma_22020472-bs",319.378,-1,30,6611,620,296,"1",6.611,0.820267157160965,0,0.820267157160965
"A18CTR5TVQEXQB",NA,NA,"ma","56835136","ma_56835136-as","ma_56835136-b","ma_56835136-bs",326.888,-1,31,6629,574,347,"1",6.629,0.82144801901753,0,0.82144801901753
"A18CTR5TVQEXQB",NA,NA,"ma","12115280","ma_12115280-as","ma_12115280-b","ma_12115280-bs",334.806,-1,32,6583,411,213,"1",6.583,0.818423855092079,0,0.818423855092079
"A1969Q0R4Y0E3J",NA,NA,"ma","18169626","ma_18169626-as","ma_18169626-b","ma_18169626-bs",80.028,-1,3,22531,355,225,"1",22.531,1.35278046757133,0,1.35278046757133
"A1969Q0R4Y0E3J",NA,NA,"ma","45525109","ma_45525109-as","ma_45525109-b","ma_45525109-bs",90.921,-1,4,9713,220,300,"1",9.713,0.987353388735794,0,0.987353388735794
"A1969Q0R4Y0E3J",NA,NA,"ma","32289063","ma_32289063-as","ma_32289063-b","ma_32289063-bs",108.011,-1,5,15105,324,320,"1",15.105,1.1791207296093,0,1.1791207296093
"A1969Q0R4Y0E3J",NA,NA,"ma","4247084","ma_4247084-as","ma_4247084-b","ma_4247084-bs",123.435,-1,6,13264,232,40,"1",13.264,1.1226745132062,0,1.1226745132062
"A1969Q0R4Y0E3J",NA,NA,"ma","22020472","ma_22020472-as","ma_22020472-b","ma_22020472-bs",134.798,-1,7,9311,583,292,"1",9.311,0.968996326648312,0,0.968996326648312
"A1969Q0R4Y0E3J",NA,NA,"ma","25107991","ma_25107991-as","ma_25107991-b","ma_25107991-bs",144.25,-1,8,7379,329,165,"1",7.379,0.867997510344951,0,0.867997510344951
"A1969Q0R4Y0E3J",NA,NA,"ma","48486405","ma_48486405-as","ma_48486405-b","ma_48486405-bs",155.062,-1,9,8963,295,352,"1",8.963,0.952453396423033,0,0.952453396423033
"A1969Q0R4Y0E3J",NA,NA,"ma","38546029","ma_38546029-as","ma_38546029-b","ma_38546029-bs",171.818,-1,10,15173,350,417,"1",15.173,1.18107145782262,0,1.18107145782262
"A1969Q0R4Y0E3J",NA,NA,"ma","23024660","ma_23024660-as","ma_23024660-b","ma_23024660-bs",184.525,-1,11,11160,380,222,"1",11.16,1.04766419460156,0,1.04766419460156
"A1969Q0R4Y0E3J",NA,NA,"ma","23199105","ma_23199105-as","ma_23199105-b","ma_23199105-bs",195.052,-1,12,8896,548,70,"1",8.896,0.949194774237982,0,0.949194774237982
"A1969Q0R4Y0E3J",NA,NA,"ma","31236119","ma_31236119-as","ma_31236119-b","ma_31236119-bs",205.899,-1,13,9074,457,58,"1",9.074,0.957798774929998,0,0.957798774929998
"A1969Q0R4Y0E3J",NA,NA,"ma","1383096","ma_1383096-as","ma_1383096-b","ma_1383096-bs",216.994,-1,14,9098,453,41,"1",9.098,0.958945932493936,0,0.958945932493936
"A1969Q0R4Y0E3J",NA,NA,"ma","44993860","ma_44993860-as","ma_44993860-b","ma_44993860-bs",228.615,-1,15,9266,526,296,"1",9.266,0.966892295867136,0,0.966892295867136
"A1969Q0R4Y0E3J",NA,NA,"ma","10504629","ma_10504629-as","ma_10504629-b","ma_10504629-bs",241.037,-1,16,11090,88,244,"1",11.09,1.04493154614916,0,1.04493154614916
"A1969Q0R4Y0E3J",NA,NA,"ma","46475259","ma_46475259-as","ma_46475259-b","ma_46475259-bs",258.803,-1,17,15261,398,462,"1",15.261,1.18358299235102,0,1.18358299235102
"A1969Q0R4Y0E3J",NA,NA,"ma","18345691","ma_18345691-as","ma_18345691-b","ma_18345691-bs",269.878,-1,18,8934,280,57,"1",8.934,0.95104594813582,0,0.95104594813582
"A1969Q0R4Y0E3J",NA,NA,"ma","13873251","ma_13873251-as","ma_13873251-b","ma_13873251-bs",282.256,-1,19,9492,84,295,"1",9.492,0.977357729545301,0,0.977357729545301
"A1969Q0R4Y0E3J",NA,NA,"ma","12115280","ma_12115280-as","ma_12115280-b","ma_12115280-bs",304.048,-1,20,19932,402,217,"1",19.932,1.29955087849902,0,1.29955087849902
