"workerId","assignmentId","hitId","database","image","unmod_image_splash","mod_image","mod_image_splash","expTimer","response","trial_number","rt","x","y","click_acc","rt_s","log_rt","outliers","removed_RT"
"A10MSB9X1UFLJ5",NA,NA,"rensink","Market","rensink_Market-as","rensink_Market-b","rensink_Market-bs",217.159,-1,16,6715,68,315,"1",6.715,0.827046017004734,0,0.827046017004734
"A10MSB9X1UFLJ5",NA,NA,"rensink","Cactus","rensink_Cactus-as","rensink_Cactus-b","rensink_Cactus-bs",225.756,-1,17,6694,101,229,"1",6.694,0.825685708021758,0,0.825685708021758
"A10MSB9X1UFLJ5",NA,NA,"rensink","FarmByPond","rensink_FarmByPond-as","rensink_FarmByPond-b","rensink_FarmByPond-bs",235.913,-1,19,9666,239,411,"1",9.666,0.985246790802862,0,0.985246790802862
"A10MSB9X1UFLJ5",NA,NA,"rensink","Nurses","rensink_Nurses-as","rensink_Nurses-b","rensink_Nurses-bs",243.895,-1,20,7082,622,131,"1",7.082,0.850155922422092,0,0.850155922422092
"A10MSB9X1UFLJ5",NA,NA,"rensink","Barns","rensink_Barns-as","rensink_Barns-b","rensink_Barns-bs",252.067,-1,21,6804,185,360,"1",6.804,0.832764304940531,0,0.832764304940531
"A10MSB9X1UFLJ5",NA,NA,"rensink","Cockpit","rensink_Cockpit-as","rensink_Cockpit-b","rensink_Cockpit-bs",261.816,-1,22,8866,374,173,"1",8.866,0.947727726963316,0,0.947727726963316
"A10MSB9X1UFLJ5",NA,NA,"rensink","Dinner","rensink_Dinner-as","rensink_Dinner-b","rensink_Dinner-bs",269.554,-1,23,6851,307,267,"1",6.851,0.835753967519383,0,0.835753967519383
"A10MSB9X1UFLJ5",NA,NA,"rensink","Eating","rensink_Eating-as","rensink_Eating-b","rensink_Eating-bs",279.652,-1,24,8921,337,250,"1",8.921,0.950413539369381,0,0.950413539369381
"A10MSB9X1UFLJ5",NA,NA,"rensink","Fishing","rensink_Fishing-as","rensink_Fishing-b","rensink_Fishing-bs",287.688,-1,25,6870,219,312,"1",6.87,0.83695673705955,0,0.83695673705955
"A10MSB9X1UFLJ5",NA,NA,"rensink","NotreDame","rensink_NotreDame-as","rensink_NotreDame-b","rensink_NotreDame-bs",295.446,-1,26,6808,345,160,"1",6.808,0.833019547076531,0,0.833019547076531
"A10MSB9X1UFLJ5",NA,NA,"rensink","Obelisk","rensink_Obelisk-as","rensink_Obelisk-b","rensink_Obelisk-bs",309.116,-1,27,13184,612,258,"1",13.184,1.12004719435304,0,1.12004719435304
"A10MSB9X1UFLJ5",NA,NA,"rensink","Floatplane","rensink_Floatplane-as","rensink_Floatplane-b","rensink_Floatplane-bs",316.93,-1,28,6992,229,317,"1",6.992,0.844601419626347,0,0.844601419626347
"A10MSB9X1UFLJ5",NA,NA,"rensink","Amish","rensink_Amish-as","rensink_Amish-b","rensink_Amish-bs",325.188,-1,29,6846,272,219,"1",6.846,0.835436894801858,0,0.835436894801858
"A10MSB9X1UFLJ5",NA,NA,"rensink","Ice","rensink_Ice-as","rensink_Ice-b","rensink_Ice-bs",335.338,-1,30,8911,77,241,"1",8.911,0.949926443667912,0,0.949926443667912
"A10MSB9X1UFLJ5",NA,NA,"rensink","Birds","rensink_Birds-as","rensink_Birds-b","rensink_Birds-bs",345.458,-1,31,8821,329,15,"1",8.821,0.94551782207784,0,0.94551782207784
"A10MSB9X1UFLJ5",NA,NA,"rensink","Horizon","rensink_Horizon-as","rensink_Horizon-b","rensink_Horizon-bs",356.894,-1,32,10723,327,66,"1",10.723,1.03031630598859,0,1.03031630598859
"A171RZ3O028XF6",NA,NA,"rensink","Turtle","rensink_Turtle-as","rensink_Turtle-b","rensink_Turtle-bs",43.165,-1,3,6455,201,27,"1",6.455,0.809896246602439,0,0.809896246602439
"A171RZ3O028XF6",NA,NA,"rensink","Market","rensink_Market-as","rensink_Market-b","rensink_Market-bs",59.805,-1,5,6588,50,380,"1",6.588,0.818753590497717,0,0.818753590497717
"A171RZ3O028XF6",NA,NA,"rensink","Pilots","rensink_Pilots-as","rensink_Pilots-b","rensink_Pilots-bs",79.145,-1,7,8591,689,207,"1",8.591,0.934043719035525,0,0.934043719035525
"A171RZ3O028XF6",NA,NA,"rensink","OtherDiver","rensink_OtherDiver-as","rensink_OtherDiver-b","rensink_OtherDiver-bs",88.829,-1,8,8494,622,262,"1",8.494,0.929112256654661,0,0.929112256654661
"A171RZ3O028XF6",NA,NA,"rensink","Description","rensink_Description-as","rensink_Description-b","rensink_Description-bs",96.441,-1,9,6521,650,150,"1",6.521,0.81431420020746,0,0.81431420020746
"A171RZ3O028XF6",NA,NA,"rensink","NotreDame","rensink_NotreDame-as","rensink_NotreDame-b","rensink_NotreDame-bs",115.759,-1,11,7466,360,171,"1",7.466,0.873087985590286,0,0.873087985590286
"A171RZ3O028XF6",NA,NA,"rensink","Lake","rensink_Lake-as","rensink_Lake-b","rensink_Lake-bs",123.774,-1,12,6709,480,292,"1",6.709,0.826657791875869,0,0.826657791875869
"A171RZ3O028XF6",NA,NA,"rensink","SummerLake","rensink_SummerLake-as","rensink_SummerLake-b","rensink_SummerLake-bs",132.493,-1,13,7393,531,329,"1",7.393,0.868820706197517,0,0.868820706197517
"A171RZ3O028XF6",NA,NA,"rensink","FarmByPond","rensink_FarmByPond-as","rensink_FarmByPond-b","rensink_FarmByPond-bs",141.453,-1,14,7737,228,414,"1",7.737,0.8885725968576,0,0.8885725968576
"A171RZ3O028XF6",NA,NA,"rensink","Harbor","rensink_Harbor-as","rensink_Harbor-b","rensink_Harbor-bs",149.499,-1,15,6738,363,329,"1",6.738,0.828531006645101,0,0.828531006645101
"A171RZ3O028XF6",NA,NA,"rensink","Dinner","rensink_Dinner-as","rensink_Dinner-b","rensink_Dinner-bs",158.267,-1,16,7739,310,257,"1",7.739,0.888684846659699,0,0.888684846659699
"A171RZ3O028XF6",NA,NA,"rensink","Kayaker","rensink_Kayaker-as","rensink_Kayaker-b","rensink_Kayaker-bs",167.18,-1,17,7057,442,184,"1",7.057,0.848620117434134,0,0.848620117434134
"A171RZ3O028XF6",NA,NA,"rensink","Station","rensink_Station-as","rensink_Station-b","rensink_Station-bs",184.283,-1,19,6937,585,225,"1",6.937,0.841171694499532,0,0.841171694499532
"A171RZ3O028XF6",NA,NA,"rensink","Seal","rensink_Seal-as","rensink_Seal-b","rensink_Seal-bs",194.278,-1,20,8728,379,232,"1",8.728,0.940914737580285,0,0.940914737580285
"A171RZ3O028XF6",NA,NA,"rensink","Window","rensink_Window-as","rensink_Window-b","rensink_Window-bs",202.054,-1,21,6576,67,418,"1",6.576,0.817961804531994,0,0.817961804531994
"A171RZ3O028XF6",NA,NA,"rensink","Kids","rensink_Kids-as","rensink_Kids-b","rensink_Kids-bs",210.138,-1,22,6594,94,308,"1",6.594,0.819148942807134,0,0.819148942807134
"A171RZ3O028XF6",NA,NA,"rensink","Army","rensink_Army-as","rensink_Army-b","rensink_Army-bs",219.061,-1,23,7761,638,205,"1",7.761,0.889917683436206,0,0.889917683436206
"A171RZ3O028XF6",NA,NA,"rensink","Floatplane","rensink_Floatplane-as","rensink_Floatplane-b","rensink_Floatplane-bs",227.269,-1,24,6677,278,319,"1",6.677,0.824581376233483,0,0.824581376233483
"A171RZ3O028XF6",NA,NA,"rensink","Egypt","rensink_Egypt-as","rensink_Egypt-b","rensink_Egypt-bs",235.198,-1,25,6641,361,190,"1",6.641,0.822233480238844,0,0.822233480238844
"A171RZ3O028XF6",NA,NA,"rensink","Horizon","rensink_Horizon-as","rensink_Horizon-b","rensink_Horizon-bs",242.934,-1,26,6559,341,69,"1",6.559,0.816837630902035,0,0.816837630902035
"A171RZ3O028XF6",NA,NA,"rensink","Farmer","rensink_Farmer-as","rensink_Farmer-b","rensink_Farmer-bs",250.96,-1,27,6617,289,198,"1",6.617,0.820661134643595,0,0.820661134643595
"A171RZ3O028XF6",NA,NA,"rensink","Cockpit","rensink_Cockpit-as","rensink_Cockpit-b","rensink_Cockpit-bs",258.841,-1,28,6799,408,112,"1",6.799,0.832445041174111,0,0.832445041174111
"A171RZ3O028XF6",NA,NA,"rensink","Barrels","rensink_Barrels-as","rensink_Barrels-b","rensink_Barrels-bs",267.321,-1,29,6561,629,483,"1",6.561,0.816970037757299,0,0.816970037757299
"A171RZ3O028XF6",NA,NA,"rensink","Diver","rensink_Diver-as","rensink_Diver-b","rensink_Diver-bs",274.963,-1,30,6549,195,362,"1",6.549,0.816174990428802,0,0.816174990428802
"A171RZ3O028XF6",NA,NA,"rensink","Boat","rensink_Boat-as","rensink_Boat-b","rensink_Boat-bs",282.911,-1,31,6860,209,277,"1",6.86,0.836324115706752,0,0.836324115706752
"A171RZ3O028XF6",NA,NA,"rensink","Obelisk","rensink_Obelisk-as","rensink_Obelisk-b","rensink_Obelisk-bs",292.75,-1,32,8658,582,248,"1",8.658,0.937417581477138,0,0.937417581477138
"A1ESQQT4HBLB52",NA,NA,"rensink","Horizon","rensink_Horizon-as","rensink_Horizon-b","rensink_Horizon-bs",74.737,-1,4,12721,326,68,"1",12.721,1.10452125261833,0,1.10452125261833
"A1ESQQT4HBLB52",NA,NA,"rensink","Water","rensink_Water-as","rensink_Water-b","rensink_Water-bs",83.359,-1,5,7386,436,407,"1",7.386,0.86840930331496,0,0.86840930331496
"A1ESQQT4HBLB52",NA,NA,"rensink","Obelisk","rensink_Obelisk-as","rensink_Obelisk-b","rensink_Obelisk-bs",98.852,-1,6,14679,597,253,"1",14.679,1.1666964704796,0,1.1666964704796
"A1ESQQT4HBLB52",NA,NA,"rensink","Fountain","rensink_Fountain-as","rensink_Fountain-b","rensink_Fountain-bs",107.201,-1,7,7367,441,126,"1",7.367,0.867290669854884,0,0.867290669854884
"A1ESQQT4HBLB52",NA,NA,"rensink","Mosque","rensink_Mosque-as","rensink_Mosque-b","rensink_Mosque-bs",115.481,-1,8,7289,373,156,"1",7.289,0.862667950228588,0,0.862667950228588
"A1ESQQT4HBLB52",NA,NA,"rensink","Egypt","rensink_Egypt-as","rensink_Egypt-b","rensink_Egypt-bs",123.136,-1,9,6620,394,286,"1",6.62,0.8208579894397,0,0.8208579894397
"A1ESQQT4HBLB52",NA,NA,"rensink","Diver","rensink_Diver-as","rensink_Diver-b","rensink_Diver-bs",134.349,-1,10,9815,131,377,"1",9.815,0.991890303936025,0,0.991890303936025
"A1ESQQT4HBLB52",NA,NA,"rensink","Window","rensink_Window-as","rensink_Window-b","rensink_Window-bs",153.951,-1,13,10525,76,388,"1",10.525,1.02222210450771,0,1.02222210450771
"A1ESQQT4HBLB52",NA,NA,"rensink","Turtle","rensink_Turtle-as","rensink_Turtle-b","rensink_Turtle-bs",161.929,-1,14,6965,240,60,"1",6.965,0.842921120759982,0,0.842921120759982
"A1ESQQT4HBLB52",NA,NA,"rensink","FarmByPond","rensink_FarmByPond-as","rensink_FarmByPond-b","rensink_FarmByPond-bs",170.136,-1,15,7120,222,419,"1",7.12,0.852479993636856,0,0.852479993636856
"A1ESQQT4HBLB52",NA,NA,"rensink","OtherDiver","rensink_OtherDiver-as","rensink_OtherDiver-b","rensink_OtherDiver-bs",180.318,-1,16,9337,583,267,"1",9.337,0.970207358806855,0,0.970207358806855
"A1ESQQT4HBLB52",NA,NA,"rensink","Birds","rensink_Birds-as","rensink_Birds-b","rensink_Birds-bs",190.683,-1,17,9307,300,23,"1",9.307,0.968809713912858,0,0.968809713912858
"A1ESQQT4HBLB52",NA,NA,"rensink","Chopper","rensink_Chopper-as","rensink_Chopper-b","rensink_Chopper-bs",204.463,-1,18,12539,163,444,"1",12.539,1.09826290237993,0,1.09826290237993
"A1ESQQT4HBLB52",NA,NA,"rensink","Castle","rensink_Castle-as","rensink_Castle-b","rensink_Castle-bs",214.887,-1,19,9432,403,411,"1",9.432,0.974603792087033,0,0.974603792087033
"A1ESQQT4HBLB52",NA,NA,"rensink","Floatplane","rensink_Floatplane-as","rensink_Floatplane-b","rensink_Floatplane-bs",224.902,-1,20,8859,265,309,"1",8.859,0.947384701684741,0,0.947384701684741
"A1ESQQT4HBLB52",NA,NA,"rensink","SummerLake","rensink_SummerLake-as","rensink_SummerLake-b","rensink_SummerLake-bs",234.622,-1,21,8656,489,311,"1",8.656,0.937317247762494,0,0.937317247762494
"A1ESQQT4HBLB52",NA,NA,"rensink","Cockpit","rensink_Cockpit-as","rensink_Cockpit-b","rensink_Cockpit-bs",242.628,-1,22,6410,395,122,"1",6.41,0.806858029518817,0,0.806858029518817
"A1ESQQT4HBLB52",NA,NA,"rensink","Kids","rensink_Kids-as","rensink_Kids-b","rensink_Kids-bs",253.551,-1,23,9095,83,372,"1",9.095,0.958802703399502,0,0.958802703399502
"A1ESQQT4HBLB52",NA,NA,"rensink","Description","rensink_Description-as","rensink_Description-b","rensink_Description-bs",269.668,-1,24,14765,625,119,"1",14.765,1.1692334513011,0,1.1692334513011
"A1ESQQT4HBLB52",NA,NA,"rensink","CanalBridge","rensink_CanalBridge-as","rensink_CanalBridge-b","rensink_CanalBridge-bs",277.504,-1,25,6638,527,378,"1",6.638,0.822037248072585,0,0.822037248072585
"A1ESQQT4HBLB52",NA,NA,"rensink","Boat","rensink_Boat-as","rensink_Boat-b","rensink_Boat-bs",285.244,-1,26,6904,293,266,"1",6.904,0.839100782707153,0,0.839100782707153
"A1ESQQT4HBLB52",NA,NA,"rensink","Amish","rensink_Amish-as","rensink_Amish-b","rensink_Amish-bs",293.889,-1,27,7670,249,213,"1",7.67,0.884795363948981,0,0.884795363948981
"A1ESQQT4HBLB52",NA,NA,"rensink","Cactus","rensink_Cactus-as","rensink_Cactus-b","rensink_Cactus-bs",301.98,-1,28,7136,85,212,"1",7.136,0.853454841368067,0,0.853454841368067
"A1ESQQT4HBLB52",NA,NA,"rensink","Lake","rensink_Lake-as","rensink_Lake-b","rensink_Lake-bs",311.121,-1,29,8180,459,310,"1",8.18,0.912753303671323,0,0.912753303671323
"A1ESQQT4HBLB52",NA,NA,"rensink","Kayak","rensink_Kayak-as","rensink_Kayak-b","rensink_Kayak-bs",319.088,-1,30,7160,271,290,"1",7.16,0.854913022307856,0,0.854913022307856
"A1ESQQT4HBLB52",NA,NA,"rensink","Army","rensink_Army-as","rensink_Army-b","rensink_Army-bs",327.805,-1,31,7832,627,204,"1",7.832,0.893872678795081,0,0.893872678795081
"A1ESQQT4HBLB52",NA,NA,"rensink","Fishing","rensink_Fishing-as","rensink_Fishing-b","rensink_Fishing-bs",336.105,-1,32,7480,211,332,"1",7.48,0.873901597864461,0,0.873901597864461
"A1G187YBG0DVMQ",NA,NA,"rensink","Harbor","rensink_Harbor-as","rensink_Harbor-b","rensink_Harbor-bs",60.706,-1,4,7671,409,321,"1",7.671,0.884851982745998,0,0.884851982745998
"A1G187YBG0DVMQ",NA,NA,"rensink","Fountain","rensink_Fountain-as","rensink_Fountain-b","rensink_Fountain-bs",67.319,-1,5,5759,452,119,"1",5.759,0.760347078529906,0,0.760347078529906
"A1G187YBG0DVMQ",NA,NA,"rensink","Amish","rensink_Amish-as","rensink_Amish-b","rensink_Amish-bs",74.185,-1,6,5281,264,217,"1",5.281,0.722716167488495,0,0.722716167488495
"A1G187YBG0DVMQ",NA,NA,"rensink","Marling","rensink_Marling-as","rensink_Marling-b","rensink_Marling-bs",81.076,-1,7,5684,250,456,"1",5.684,0.754654069255432,0,0.754654069255432
"A1G187YBG0DVMQ",NA,NA,"rensink","Camel","rensink_Camel-as","rensink_Camel-b","rensink_Camel-bs",87.979,-1,8,5365,670,224,"1",5.365,0.72956972630197,0,0.72956972630197
"A1G187YBG0DVMQ",NA,NA,"rensink","BarnTrack","rensink_BarnTrack-as","rensink_BarnTrack-b","rensink_BarnTrack-bs",94.253,-1,9,5020,279,484,"1",5.02,0.700703717145019,0,0.700703717145019
"A1G187YBG0DVMQ",NA,NA,"rensink","Turtle","rensink_Turtle-as","rensink_Turtle-b","rensink_Turtle-bs",102.852,-1,10,6476,223,26,"1",6.476,0.811306840081336,0,0.811306840081336
"A1G187YBG0DVMQ",NA,NA,"rensink","Barns","rensink_Barns-as","rensink_Barns-b","rensink_Barns-bs",110.637,-1,11,6537,161,372,"1",6.537,0.815378484965918,0,0.815378484965918
"A1G187YBG0DVMQ",NA,NA,"rensink","Market","rensink_Market-as","rensink_Market-b","rensink_Market-bs",154.154,-1,13,6580,61,338,"1",6.58,0.818225893613955,0,0.818225893613955
"A1G187YBG0DVMQ",NA,NA,"rensink","Cockpit","rensink_Cockpit-as","rensink_Cockpit-b","rensink_Cockpit-bs",163.54,-1,14,8629,371,172,"1",8.629,0.935960468989166,0,0.935960468989166
"A1G187YBG0DVMQ",NA,NA,"rensink","Seal","rensink_Seal-as","rensink_Seal-b","rensink_Seal-bs",169.391,-1,15,4853,369,238,"1",4.853,0.686010291315286,0,0.686010291315286
"A1G187YBG0DVMQ",NA,NA,"rensink","Beach","rensink_Beach-as","rensink_Beach-b","rensink_Beach-bs",177.604,-1,16,6582,454,372,"1",6.582,0.818357877958355,0,0.818357877958355
"A1G187YBG0DVMQ",NA,NA,"rensink","Eating","rensink_Eating-as","rensink_Eating-b","rensink_Eating-bs",184.055,-1,17,5244,314,194,"1",5.244,0.719662683018047,0,0.719662683018047
"A1G187YBG0DVMQ",NA,NA,"rensink","Mosque","rensink_Mosque-as","rensink_Mosque-b","rensink_Mosque-bs",192.177,-1,18,6744,355,186,"1",6.744,0.828917561616686,0,0.828917561616686
"A1G187YBG0DVMQ",NA,NA,"rensink","Ice","rensink_Ice-as","rensink_Ice-b","rensink_Ice-bs",200.087,-1,19,6526,79,248,"1",6.526,0.814647069451856,0,0.814647069451856
"A1G187YBG0DVMQ",NA,NA,"rensink","Soldiers","rensink_Soldiers-as","rensink_Soldiers-b","rensink_Soldiers-bs",208.167,-1,20,6485,150,194,"1",6.485,0.811909980420099,0,0.811909980420099
"A1G187YBG0DVMQ",NA,NA,"rensink","Egypt","rensink_Egypt-as","rensink_Egypt-b","rensink_Egypt-bs",214.079,-1,21,4717,325,180,"1",4.717,0.673665876245702,0,0.673665876245702
"A1G187YBG0DVMQ",NA,NA,"rensink","Horizon","rensink_Horizon-as","rensink_Horizon-b","rensink_Horizon-bs",220.138,-1,22,4733,318,50,"1",4.733,0.675136504467994,0,0.675136504467994
"A1G187YBG0DVMQ",NA,NA,"rensink","Castle","rensink_Castle-as","rensink_Castle-b","rensink_Castle-bs",226.4,-1,23,4705,399,398,"1",4.705,0.672559627763276,0,0.672559627763276
"A1G187YBG0DVMQ",NA,NA,"rensink","NotreDame","rensink_NotreDame-as","rensink_NotreDame-b","rensink_NotreDame-bs",232.547,-1,24,4742,288,205,"1",4.742,0.675961549642169,0,0.675961549642169
"A1G187YBG0DVMQ",NA,NA,"rensink","Window","rensink_Window-as","rensink_Window-b","rensink_Window-bs",240.568,-1,25,6642,108,438,"1",6.642,0.822298871262366,0,0.822298871262366
"A1G187YBG0DVMQ",NA,NA,"rensink","Station","rensink_Station-as","rensink_Station-b","rensink_Station-bs",246.625,-1,26,4712,579,230,"1",4.712,0.673205281779045,0,0.673205281779045
"A1G187YBG0DVMQ",NA,NA,"rensink","Army","rensink_Army-as","rensink_Army-b","rensink_Army-bs",254.477,-1,27,6510,611,204,"1",6.51,0.813580988568192,0,0.813580988568192
"A1G187YBG0DVMQ",NA,NA,"rensink","Wine","rensink_Wine-as","rensink_Wine-b","rensink_Wine-bs",260.585,-1,28,4683,494,295,"1",4.683,0.67052415778208,0,0.67052415778208
"A1G187YBG0DVMQ",NA,NA,"rensink","Pilots","rensink_Pilots-as","rensink_Pilots-b","rensink_Pilots-bs",268.325,-1,29,5981,614,225,"1",5.981,0.776773802412107,0,0.776773802412107
"A1G187YBG0DVMQ",NA,NA,"rensink","Nurses","rensink_Nurses-as","rensink_Nurses-b","rensink_Nurses-bs",275.039,-1,30,5404,556,68,"1",5.404,0.732715340349993,0,0.732715340349993
"A1G187YBG0DVMQ",NA,NA,"rensink","Farmer","rensink_Farmer-as","rensink_Farmer-b","rensink_Farmer-bs",281.111,-1,31,4733,271,189,"1",4.733,0.675136504467994,0,0.675136504467994
"A1G187YBG0DVMQ",NA,NA,"rensink","Kayaker","rensink_Kayaker-as","rensink_Kayaker-b","rensink_Kayaker-bs",286.979,-1,32,4701,418,157,"1",4.701,0.672190251188252,0,0.672190251188252
"A1GKD3NG1NNHRP",NA,NA,"rensink","Camel","rensink_Camel-as","rensink_Camel-b","rensink_Camel-bs",604.443,-1,4,12959,672,234,"1",12.959,1.11257148986498,0,1.11257148986498
"A1GKD3NG1NNHRP",NA,NA,"rensink","Kids","rensink_Kids-as","rensink_Kids-b","rensink_Kids-bs",625.683,-1,5,19311,91,311,"1",19.311,1.28580476384863,0,1.28580476384863
"A1GKD3NG1NNHRP",NA,NA,"rensink","Beach","rensink_Beach-as","rensink_Beach-b","rensink_Beach-bs",633.651,-1,6,7087,525,384,"1",7.087,0.850462432761517,0,0.850462432761517
"A1GKD3NG1NNHRP",NA,NA,"rensink","SummerLake","rensink_SummerLake-as","rensink_SummerLake-b","rensink_SummerLake-bs",643.595,-1,7,9111,534,299,"1",9.111,0.959566046637928,0,0.959566046637928
"A1GKD3NG1NNHRP",NA,NA,"rensink","Amish","rensink_Amish-as","rensink_Amish-b","rensink_Amish-bs",651.987,-1,8,7008,264,220,"1",7.008,0.845594093160024,0,0.845594093160024
"A1GKD3NG1NNHRP",NA,NA,"rensink","NotreDame","rensink_NotreDame-as","rensink_NotreDame-b","rensink_NotreDame-bs",664.466,-1,9,11392,330,170,"1",11.392,1.05659997629278,0,1.05659997629278
"A1GKD3NG1NNHRP",NA,NA,"rensink","Water","rensink_Water-as","rensink_Water-b","rensink_Water-bs",673.386,-1,10,7848,323,412,"1",7.848,0.894758994371892,0,0.894758994371892
"A1GKD3NG1NNHRP",NA,NA,"rensink","Turtle","rensink_Turtle-as","rensink_Turtle-b","rensink_Turtle-bs",685.123,-1,11,10904,234,45,"1",10.904,1.03758584282662,0,1.03758584282662
"A1GKD3NG1NNHRP",NA,NA,"rensink","Dinner","rensink_Dinner-as","rensink_Dinner-b","rensink_Dinner-bs",696.499,-1,12,10575,315,259,"1",10.575,1.02428037604708,0,1.02428037604708
"A1GKD3NG1NNHRP",NA,NA,"rensink","FarmByPond","rensink_FarmByPond-as","rensink_FarmByPond-b","rensink_FarmByPond-bs",704.53,-1,13,7304,241,424,"1",7.304,0.863560764526243,0,0.863560764526243
"A1GKD3NG1NNHRP",NA,NA,"rensink","Army","rensink_Army-as","rensink_Army-b","rensink_Army-bs",714.843,-1,14,9408,608,203,"1",9.408,0.973497308732063,0,0.973497308732063
"A1GKD3NG1NNHRP",NA,NA,"rensink","Station","rensink_Station-as","rensink_Station-b","rensink_Station-bs",724.154,-1,15,8584,575,216,"1",8.584,0.933689708957895,0,0.933689708957895
"A1GKD3NG1NNHRP",NA,NA,"rensink","Mosque","rensink_Mosque-as","rensink_Mosque-b","rensink_Mosque-bs",769.019,-1,17,6711,355,208,"1",6.711,0.826787238816292,0,0.826787238816292
"A1GKD3NG1NNHRP",NA,NA,"rensink","Boat","rensink_Boat-as","rensink_Boat-b","rensink_Boat-bs",841.666,-1,19,9424,295,274,"1",9.424,0.974235277443026,0,0.974235277443026
"A1GKD3NG1NNHRP",NA,NA,"rensink","BarnTrack","rensink_BarnTrack-as","rensink_BarnTrack-b","rensink_BarnTrack-bs",851.25,-1,20,8760,185,463,"1",8.76,0.942504106168081,0,0.942504106168081
"A1GKD3NG1NNHRP",NA,NA,"rensink","Cockpit","rensink_Cockpit-as","rensink_Cockpit-b","rensink_Cockpit-bs",859.89,-1,21,7552,360,199,"1",7.552,0.878061981290013,0,0.878061981290013
"A1GKD3NG1NNHRP",NA,NA,"rensink","Description","rensink_Description-as","rensink_Description-b","rensink_Description-bs",873.491,-1,22,12832,649,166,"1",12.832,1.10829435094009,0,1.10829435094009
"A1GKD3NG1NNHRP",NA,NA,"rensink","Diver","rensink_Diver-as","rensink_Diver-b","rensink_Diver-bs",897.722,-1,24,13864,141,364,"1",13.864,1.14188854970586,0,1.14188854970586
"A1GKD3NG1NNHRP",NA,NA,"rensink","Fishing","rensink_Fishing-as","rensink_Fishing-b","rensink_Fishing-bs",907.266,-1,25,8624,174,282,"1",8.624,0.935708747842664,0,0.935708747842664
"A1GKD3NG1NNHRP",NA,NA,"rensink","Fountain","rensink_Fountain-as","rensink_Fountain-b","rensink_Fountain-bs",917.034,-1,26,8872,443,118,"1",8.872,0.948021533141104,0,0.948021533141104
"A1GKD3NG1NNHRP",NA,NA,"rensink","Obelisk","rensink_Obelisk-as","rensink_Obelisk-b","rensink_Obelisk-bs",926.722,-1,27,8832,600,255,"1",8.832,0.946059060385124,0,0.946059060385124
"A1GKD3NG1NNHRP",NA,NA,"rensink","Farmer","rensink_Farmer-as","rensink_Farmer-b","rensink_Farmer-bs",934.538,-1,28,7151,280,185,"1",7.151,0.85436677804087,0,0.85436677804087
"A1GKD3NG1NNHRP",NA,NA,"rensink","Window","rensink_Window-as","rensink_Window-b","rensink_Window-bs",944.41,-1,29,9184,88,403,"1",9.184,0.963031875053898,0,0.963031875053898
