consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,6.501,space,25.204,3,7.451,0,0,0,106,1,a person with a blue shirt begins climbing up a pocked rockside to a cliff from the waters below,a person with a green shirt begins climbing up a pocked rockside to a cliff from the waters below,wolfe1,image-128,4,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,5,4.405,0,1,1,35,1,a collection of boats and ten people on jet skis in an open body of water,a collection of boats and nine people on jet skis in an open body of water,wolfe1,image-035,4,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,3,2.036,0,2,2,28,1,adult boy scouts marching in a parade with one girl scout accompanying them and wearing a badge on the right side of her chest.,adult boy scouts marching in a parade with one girl scout accompanying them.,wolfe1,image-031,2,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,4,1.397,0,3,3,77,1,"a group of men in red robes prepares, while onlookers look on, including one in an orange overshirt.","a group of men in red robes prepares, while onlookers look on, including one in a green overshirt.",wolfe1,image-099,2,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,3,1.169,0,4,4,43,1,a white rock floating in a blue lake,some blue water floating in a lake,wolfe1,image-041,8,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,3,1.208,0,5,5,96,1,people are gathered at an outdoor market filled with various fruits and vegetables. one of the awnings covering the stalls is blue,people are gathered at an outdoor market filled with various fruits and vegetables. one of the awnings covering the stalls is red.,wolfe1,image-117,7,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,4,1.093,0,6,6,99,1,a storefront is next to an apartment building in a hispanic-themed part of a city. the door to the storefront is decorated with a blue sash.,a storefront is next to an apartment building in a hispanic-themed part of a city. the door to the storefront is decorated with a red and blue sash.,wolfe1,image-123,9,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,4,1.575,0,7,7,5,1,recent graduates celebrating in front of a park bench.,recent graduates celebrating in front of a park.,wolfe1,image-005,9,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,3,1.281,0,8,8,55,1,three adults stand before a small classroom of students and there is a large stack of papers and-or files in the background behind one of the teachers,three adults stand before a small classroom of students and there is a projector screen behind the three instructors,wolfe1,image-050,2,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
,,,,4,1.198,0,9,9,45,1,many people crowd a street in front of a huge catherdral with 5 front points on the top.,many people crowd a street in front of a huge catherdral with 4 front points on the top.,wolfe1,image-042,2,40,AONRPFWPSEWX6,2021-01-09_16h43.58.708,MetaAwareness,2020.1.2,Win32,60,3I7SHAD35NZBN3W0EQCSSXAT1U8M7K,AONRPFWPSEWX6,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,975C9,975C9,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,3C5W7UE9CGT8O20LM5LSAFI5T31XM4,268159,268159,,,,,,,,,,
