consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Example_1_resp.keys,Example_1_response.keys,Example_1_response.rt,Example_1_a_text,Example_1_b_text,Example_1_mouse.x,Example_1_mouse.y,Example_1_mouse.leftButton,Example_1_mouse.midButton,Example_1_mouse.rightButton,Example_2_resp.keys,Example_2_response.keys,Example_2_response.rt,Example_2_a_text,Example_2_b_text,Example_2_mouse.x,Example_2_mouse.y,Example_2_mouse.leftButton,Example_2_mouse.midButton,Example_2_mouse.rightButton,Example_3_resp.keys,Example_3_response.keys,Example_3_response.rt,Example_3_a_text,Example_3_b_text,Example_3_mouse.x,Example_3_mouse.y,Example_3_mouse.leftButton,Example_3_mouse.midButton,Example_3_mouse.rightButton,Start_resp_2.keys,Start_resp_2.rt,Airplane_resp.keys,Airplane_response.keys,Airplane_response.rt,Airplane_a_text,Airplane_b_text,Airplane_mouse.x,Airplane_mouse.y,Airplane_mouse.leftButton,Airplane_mouse.midButton,Airplane_mouse.rightButton,Boat_resp.keys,Boat_response.keys,Boat_response.rt,Boat_a_text,Boat_b_text,Boat_mouse.x,Boat_mouse.y,Boat_mouse.leftButton,Boat_mouse.midButton,Boat_mouse.rightButton,user_resp.keys,trial_response.keys,trial_response.rt,image_1_text,image_2_text,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,assignmentId,a,tp_a,b,tp_b,c,tp_c,Cow_resp.keys,Cow_response.keys,Cow_response.rt,Cow_a_text,Cow_b_text,Cow_mouse.x,Cow_mouse.y,Cow_mouse.leftButton,Cow_mouse.midButton,Cow_mouse.rightButton,Garden_resp.keys,Garden_response.keys,Garden_response.rt,Garden_a_text,Garden_b_text,Garden_mouse.x,Garden_mouse.y,Garden_mouse.leftButton,Garden_mouse.midButton,Garden_mouse.rightButton
space,9.69099,space,9.56951,,space,6.51212,members of a marching band crossing a track that all have feather plumes at the front of their hats,members of a marching band crossing a track with one player who has their feather plume at the back of their hat,0.018494055,-0.198811096,0,0,0,,space,9.28599,a cluttered and rustic looking cafe with 10 hanging lights,a cluttered and rustic looking cafe with 9 hanging lights,-0.92998679,-0.000660502,0,0,0,,space,6.41554,someone laying underneath a blue beach umbrella on a crowded beach,someone laying underneath a purple beach umbrella on a crowded beach,-0.815059445,-0.028401585,0,0,0,return,2.682955,,return,22.093155,a plane in an orange sky,an orange sky,0.165125495,-0.275429326,0,0,0,,return,25.39502,a boat out on the ocean,ocean with blue sky,0.206076618,-0.305812417,0,0,0,,return,29.04135,a table is set with candles lit,a table is set with lit candles,0.276089828,-0.324306473,0,0,0,0,0,0,0,1,A23BWWRR7J5XLS,2,ma_10810329-a_w_outline.jpg,ma_10810329-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,15.3093,a circuit board,a circuit board,0.235138705,-0.356010568,0,0,0,0,1,1,6,1,A23BWWRR7J5XLS,54,ma_8197559-a_w_outline.jpg,ma_8197559-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,32.766135,a bedrrom with art onthe wall,a bedroom with art hanging on the wall,0.285336856,-0.332232497,0,0,0,0,2,2,5,1,A23BWWRR7J5XLS,53,ma_79573638-a_w_outline.jpg,ma_79573638-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,25.51959,a booth with a dartboard behind it,booth with dartboard on the wall behind it,0.323645971,-0.250330251,0,0,0,0,3,3,3,1,A23BWWRR7J5XLS,17,ma_27857618-a_w_outline.jpg,ma_27857618-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,48.20505,sign with website,sign with web address,0.262879789,-0.308454425,0,0,0,0,4,4,4,1,A23BWWRR7J5XLS,40,ma_69128765-a_w_outline.jpg,ma_69128765-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,26.759275,brick building with windows,brick building with open window,0.270805812,-0.28335535,0,0,0,0,5,5,8,1,A23BWWRR7J5XLS,66,ma_95091295-a_w_outline.jpg,ma_95091295-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,29.080705,business cards with info,business cards with blurry info,0.212681638,-0.317701453,0,0,0,0,6,6,9,1,A23BWWRR7J5XLS,67,ma_97475929-a_w_outline.jpg,ma_97475929-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,25.84337,sewing table with supplies,sewing table with organized supplies,0.258916777,-0.329590489,0,0,0,0,7,7,7,1,A23BWWRR7J5XLS,63,ma_89354846-a_w_outline.jpg,ma_89354846-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,25.592735,houes with a window,house with  a window,0.339498018,-0.278071334,0,0,0,0,8,8,1,1,A23BWWRR7J5XLS,13,ma_23024660-a_w_outline.jpg,ma_23024660-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,38.770095,elephant decor,elephant decor and french writing,0.309114927,-0.263540291,0,0,0,0,9,9,2,1,A23BWWRR7J5XLS,16,ma_25107991-a_w_outline.jpg,ma_25107991-b_w_outline.jpg,43,A23BWWRR7J5XLS,2020-12-10_16h20.36.627,MetaAwareness,2020.1.2,Win32,60,3W5PY7V3UQA41FMGY2P0PI29031JY0,3FTYUGLFSVOWIPAY363UZ64RNFZD52,FUTF4,FUTF4,3FTYUGLFSVOWIPAY363UZ64RNFZD52,3FTYUGLFSVOWIPAY363UZ64RNFZD52,263334,263334,,,,,,,,,,,,,,,,,,,,
