consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,9.137495,space,17.08333,2,7.55702,0,0,0,133,1,a stuffed toy box with a yellow star at an angle.,a stuffed toy box with a yellow star oriented in a straight way.,ma,32289063,3,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,3,12.225105,0,1,1,389,1,a decorated bedroom the poster in the yellow box in longer than the other picture.,a decorated bedroom the poster in the yellow box is shorter in this picture.,ma,79573638,1,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,4,13.85705,0,2,2,108,1,a childs bedroom decorated with stars and a large moon,a childs bedroom decorated with stars and a small moon,ma,24383097,5,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,2,17.561205,0,3,3,90,1,a wooden framed quilt with houses one is a purple house with a square window in the middle there is also houses besides the frame,a wooden framed quilt with houss one is a purple house with a rectangular window near the top of the side of the house there is also houses besides the frame,ma,23024660,7,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,4,5.22014,0,4,4,350,1,a bunch of cupcakes containing the letter h twice,a bunch of cupcakes containing the letter h once,ma,77345858,8,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,3,16.860125,0,5,5,270,1,a pile of decorative dishes. a blue bowl rests at the bottom while a yellow bowl with a green interior sits in top,a pile of decorative dishes. a blue bowl rests at the bottom while a yellow bowl with and white interior sits on top,ma,62224663,6,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,2,6.804555,0,6,6,405,1,a table set for a tea with name tags but one is blank,a table set for a tea with name tags ,ma,81993755,4,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,4,10.071805,0,7,7,27,1,a robotic looking cake with fondant and a red line towards the top right of the cake,a robotic looking cake with fondant and a yellow line towards the top right of the cake,ma,12115280,6,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,2,17.65934,0,8,8,118,1,a cafe with a red leather padded bench and wood table with a dart board above it on a green square. the dart board is on the lower portion of the square,a cafe with a red leather padded bench and wood table with a dart board centered above on a green square,ma,27857618,3,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
,,,,5,9.239225,0,9,9,226,1,"a table filled with nuts, crackers, cheese, and deviled eggs.  one of the eggs has less filling.","a table filled with nuts, crakcers, cheese, and deviled eggs.  one of the eggs has more filling.",ma,51537628,6,29,A2JTIULYK1B15I,2021-01-07_07h54.05.897,MetaAwareness,2020.1.2,MacIntel,60,3N5YJ55YXH6ZONFYXU3CF31J7QKNA4,A2JTIULYK1B15I,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,HYOK5,HYOK5,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,3KOPY89HM9567WNMZJ1CN71KH5Y3JG,267585,267585,,,,,,,,,,
