consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,6.98606,space,1.52262,5,53.20501,0,0,0,100,1,a silver helicopter hovering avove a city coast,a red helicopter hovering above a city coast,rensink,Harbor,4,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,4,2.288415,0,1,1,168,1,empty train station tracks with a highway overpass near the entrance,empty train station tracks with the sky in the distant entrance,rensink,Station,6,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,6,1.460765,0,2,2,8,1,a red barn sits in a cluster of buildings in a field,a green barn sits in a cluster of buildings in a field,rensink,Barns,4,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,6,4.105055,0,3,3,99,1,grey helicopter flies over ocean near city,red helicopter flies over ocean near city,rensink,Harbor,2,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,3,2.082825,0,4,4,174,1,a man and a woman next a tortoise on with a bright blue sky behin them.,"a man and woman nex to a tortoise, with a pink sky behind them.",rensink,Turtle,1,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,2,1.254905,0,5,5,111,1,a traveller was trying to reach the mountain in long in her boat,a traveller was trying to reach the mountain in short in her boat,rensink,Kayaker,3,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,5,1.08411,0,6,6,175,1,a turtle on a beach with a man and the sky is blue,a turtle on a beach with a man and the sky is pink,rensink,Turtle,2,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,3,1.31775,0,7,7,98,1,a fountain appears to emege with low height,a fountain appears to emerge with high height,rensink,Fountain,6,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,4,1.20078,0,8,8,49,1,the window shown on the wall,the  window hide on the wall,rensink,Castle,3,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
,,,,2,1.08901,0,9,9,148,1,the  sea animal moveing,the sea animal movie aways,rensink,OtherDiver,1,38,A25IWMZJGJCRBK,2021-01-08_13h42.00.464,MetaAwareness,2020.1.2,Win32,60,3BC9H1KCYVFQ7ZMF518FE8WH3V5WYW,A25IWMZJGJCRBK,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,EGZV5,EGZV5,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,3VZLGYJEYMD8N9Z41UBMIHEE84HZXF,268035,268035,,,,,,,,,,
