consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Airplane_resp.keys,Airplane_resp.rt,Boat_resp.keys,Boat_resp.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,gender (m/f),worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,assignmentId,a,tp_a,b,tp_b,c,tp_c,Cow_resp.keys,Cow_resp.rt
space,8.123035,space,4.86048,5,3.796885,5,2.382975,2,5.83667,0,0,0,25,1,A3UIDRGBV9NJWR,26,wolfe_image-048-a_w_outline.jpg,wolfe_image-048-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,2,3.239885,0,1,1,0,1,A3UIDRGBV9NJWR,1,wolfe_image-100-a_w_outline.jpg,wolfe_image-100-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,2,4.506825,0,2,2,2,1,A3UIDRGBV9NJWR,3,wolfe_image-001-a_w_outline.jpg,wolfe_image-001-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,2,4.894125,0,3,3,27,1,A3UIDRGBV9NJWR,28,wolfe_image-046-a_w_outline.jpg,wolfe_image-046-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,2,5.657495,0,4,4,29,1,A3UIDRGBV9NJWR,30,wolfe_image-121-a_w_outline.jpg,wolfe_image-121-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,4,4.59218,0,5,5,19,1,A3UIDRGBV9NJWR,20,wolfe_image-034-a_w_outline.jpg,wolfe_image-034-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,2,3.43305,0,6,6,18,1,A3UIDRGBV9NJWR,19,wolfe_image-119-a_w_outline.jpg,wolfe_image-119-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,4,3.695995,0,7,7,22,1,A3UIDRGBV9NJWR,23,wolfe_image-089-a_w_outline.jpg,wolfe_image-089-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,3,4.016305,0,8,8,17,1,A3UIDRGBV9NJWR,18,wolfe_image-125-a_w_outline.jpg,wolfe_image-125-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
,,,,,,,,3,4.23252,0,9,9,28,1,A3UIDRGBV9NJWR,29,wolfe_image-042-a_w_outline.jpg,wolfe_image-042-b_w_outline.jpg,32,m,A3UIDRGBV9NJWR,2020-10-13_15h49.21.627,MetaAwareness,2020.1.2,Win32,60,3J9L0X0VDGPB6YE7XPGZFR3QRQU9WZ,30X31N5D64TZQK5XVSP02G6C8A8ASF,D1X04,D1X04,30X31N5D64TZQK5XVSP02G6C8A8ASF,30X31N5D64TZQK5XVSP02G6C8A8ASF,250984,250984,,
