consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Airplane_resp.keys,Airplane_resp.rt,Boat_resp.keys,Boat_resp.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,gender (m/f),worker_ID,date,expName,psychopyVersion,OS,frameRate,Cow_resp.keys,Cow_resp.rt,Garden_resp.keys,Garden_resp.rt
space,3.413,space,3.477,5,39.689,5,1.249,4,4.376,0,0,0,9,1,A2WGW5Y3ZFBDEC,10,wolfe_image-095-a_w_outline.jpg,wolfe_image-095-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,10.151,0,1,1,0,1,A2WGW5Y3ZFBDEC,1,wolfe_image-037-a_w_outline.jpg,wolfe_image-037-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.319,0,2,2,21,1,A2WGW5Y3ZFBDEC,22,wolfe_image-010-a_w_outline.jpg,wolfe_image-010-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,3.853,0,3,3,12,1,A2WGW5Y3ZFBDEC,13,wolfe_image-001-a_w_outline.jpg,wolfe_image-001-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,5.265,0,4,4,15,1,A2WGW5Y3ZFBDEC,16,wolfe_image-135-a_w_outline.jpg,wolfe_image-135-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,2.999,0,5,5,5,1,A2WGW5Y3ZFBDEC,6,wolfe_image-082-a_w_outline.jpg,wolfe_image-082-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,5.949,0,6,6,8,1,A2WGW5Y3ZFBDEC,9,wolfe_image-006-a_w_outline.jpg,wolfe_image-006-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,4.753,0,7,7,24,1,A2WGW5Y3ZFBDEC,25,wolfe_image-091-a_w_outline.jpg,wolfe_image-091-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,4.945,0,8,8,25,1,A2WGW5Y3ZFBDEC,26,wolfe_image-128-a_w_outline.jpg,wolfe_image-128-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,5.722,0,9,9,23,1,A2WGW5Y3ZFBDEC,24,wolfe_image-126-a_w_outline.jpg,wolfe_image-126-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,5.133,0,10,10,13,1,A2WGW5Y3ZFBDEC,14,wolfe_image-121-a_w_outline.jpg,wolfe_image-121-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,5.583,0,11,11,7,1,A2WGW5Y3ZFBDEC,8,wolfe_image-107-a_w_outline.jpg,wolfe_image-107-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,4.15,0,12,12,3,1,A2WGW5Y3ZFBDEC,4,wolfe_image-077-a_w_outline.jpg,wolfe_image-077-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,6.3,0,13,13,20,1,A2WGW5Y3ZFBDEC,21,wolfe_image-040-a_w_outline.jpg,wolfe_image-040-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,4.728,0,14,14,10,1,A2WGW5Y3ZFBDEC,11,wolfe_image-120-a_w_outline.jpg,wolfe_image-120-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,7.366,0,15,15,27,1,A2WGW5Y3ZFBDEC,28,wolfe_image-110-a_w_outline.jpg,wolfe_image-110-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,4.647,0,16,16,19,1,A2WGW5Y3ZFBDEC,20,wolfe_image-102-a_w_outline.jpg,wolfe_image-102-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,3.459,0,17,17,14,1,A2WGW5Y3ZFBDEC,15,wolfe_image-089-a_w_outline.jpg,wolfe_image-089-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,6.151,0,18,18,26,1,A2WGW5Y3ZFBDEC,27,wolfe_image-112-a_w_outline.jpg,wolfe_image-112-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,3.133,0,19,19,4,1,A2WGW5Y3ZFBDEC,5,wolfe_image-021-a_w_outline.jpg,wolfe_image-021-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,4.176,0,20,20,22,1,A2WGW5Y3ZFBDEC,23,wolfe_image-131-a_w_outline.jpg,wolfe_image-131-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,3.233,0,21,21,28,1,A2WGW5Y3ZFBDEC,29,wolfe_image-044-a_w_outline.jpg,wolfe_image-044-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,5.292,0,22,22,18,1,A2WGW5Y3ZFBDEC,19,wolfe_image-030-a_w_outline.jpg,wolfe_image-030-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,3.976,0,23,23,29,1,A2WGW5Y3ZFBDEC,30,wolfe_image-097-a_w_outline.jpg,wolfe_image-097-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,7.546,0,24,24,2,1,A2WGW5Y3ZFBDEC,3,wolfe_image-130-a_w_outline.jpg,wolfe_image-130-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,5.138,0,25,25,17,1,A2WGW5Y3ZFBDEC,18,wolfe_image-099-a_w_outline.jpg,wolfe_image-099-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,5.591,0,26,26,16,1,A2WGW5Y3ZFBDEC,17,wolfe_image-113-a_w_outline.jpg,wolfe_image-113-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,4.278,0,27,27,6,1,A2WGW5Y3ZFBDEC,7,wolfe_image-096-a_w_outline.jpg,wolfe_image-096-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.746,0,28,28,11,1,A2WGW5Y3ZFBDEC,12,wolfe_image-024-a_w_outline.jpg,wolfe_image-024-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,4.885,0,29,29,1,1,A2WGW5Y3ZFBDEC,2,wolfe_image-137-a_w_outline.jpg,wolfe_image-137-b_w_outline.jpg,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,,,,,,,,A2WGW5Y3ZFBDEC,,,,50,m,A2WGW5Y3ZFBDEC,2020-10-27_02h25.05.288,MetaAwareness,2020.1.2,Win32,60,5,1.417,1,4.747
