workerId,trial_num,image_a,image_b
A1KZ21TSAYUHO4,1,ma_73637203-a_w_outline.jpg,ma_73637203-b_w_outline.jpg
A1KZ21TSAYUHO4,2,ma_69128765-a_w_outline.jpg,ma_69128765-b_w_outline.jpg
A1KZ21TSAYUHO4,3,ma_13141692-a_w_outline.jpg,ma_13141692-b_w_outline.jpg
A1KZ21TSAYUHO4,4,ma_10810329-a_w_outline.jpg,ma_10810329-b_w_outline.jpg
A1KZ21TSAYUHO4,5,ma_46475259-a_w_outline.jpg,ma_46475259-b_w_outline.jpg
A1KZ21TSAYUHO4,6,ma_8974554-a_w_outline.jpg,ma_8974554-b_w_outline.jpg
A1KZ21TSAYUHO4,7,ma_12178414-a_w_outline.jpg,ma_12178414-b_w_outline.jpg
A1KZ21TSAYUHO4,8,ma_87983207-a_w_outline.jpg,ma_87983207-b_w_outline.jpg
A1KZ21TSAYUHO4,9,ma_77574131-a_w_outline.jpg,ma_77574131-b_w_outline.jpg
A1KZ21TSAYUHO4,10,ma_90405028-a_w_outline.jpg,ma_90405028-b_w_outline.jpg
A1KZ21TSAYUHO4,11,ma_23024660-a_w_outline.jpg,ma_23024660-b_w_outline.jpg
A1KZ21TSAYUHO4,12,ma_74173745-a_w_outline.jpg,ma_74173745-b_w_outline.jpg
A1KZ21TSAYUHO4,13,ma_89354846-a_w_outline.jpg,ma_89354846-b_w_outline.jpg
A1KZ21TSAYUHO4,14,ma_48486405-a_w_outline.jpg,ma_48486405-b_w_outline.jpg
A1KZ21TSAYUHO4,15,ma_67862299-a_w_outline.jpg,ma_67862299-b_w_outline.jpg
A1KZ21TSAYUHO4,16,ma_8197559-a_w_outline.jpg,ma_8197559-b_w_outline.jpg
A1KZ21TSAYUHO4,17,ma_62224663-a_w_outline.jpg,ma_62224663-b_w_outline.jpg
A1KZ21TSAYUHO4,18,ma_83691215-a_w_outline.jpg,ma_83691215-b_w_outline.jpg
A1KZ21TSAYUHO4,19,ma_75081153-a_w_outline.jpg,ma_75081153-b_w_outline.jpg
A1KZ21TSAYUHO4,20,ma_86520382-a_w_outline.jpg,ma_86520382-b_w_outline.jpg
A1KZ21TSAYUHO4,21,ma_51856108-a_w_outline.jpg,ma_51856108-b_w_outline.jpg
A1KZ21TSAYUHO4,22,ma_1191801-a_w_outline.jpg,ma_1191801-b_w_outline.jpg
A1KZ21TSAYUHO4,23,ma_61118260-a_w_outline.jpg,ma_61118260-b_w_outline.jpg
A1KZ21TSAYUHO4,24,ma_12115280-a_w_outline.jpg,ma_12115280-b_w_outline.jpg
A1KZ21TSAYUHO4,25,ma_13873251-a_w_outline.jpg,ma_13873251-b_w_outline.jpg
A1KZ21TSAYUHO4,26,ma_75958241-a_w_outline.jpg,ma_75958241-b_w_outline.jpg
A1KZ21TSAYUHO4,27,ma_95091295-a_w_outline.jpg,ma_95091295-b_w_outline.jpg
A1KZ21TSAYUHO4,28,ma_77345858-a_w_outline.jpg,ma_77345858-b_w_outline.jpg
A1KZ21TSAYUHO4,29,ma_4247084-a_w_outline.jpg,ma_4247084-b_w_outline.jpg
A1KZ21TSAYUHO4,30,ma_77793328-a_w_outline.jpg,ma_77793328-b_w_outline.jpg
