workerId,trial_num,image_a,image_b
A2JI88OO9BS59Y,1,ma_46475259-a_w_outline.jpg,ma_46475259-b_w_outline.jpg
A2JI88OO9BS59Y,2,ma_12178414-a_w_outline.jpg,ma_12178414-b_w_outline.jpg
A2JI88OO9BS59Y,3,ma_88767165-a_w_outline.jpg,ma_88767165-b_w_outline.jpg
A2JI88OO9BS59Y,4,ma_83536470-a_w_outline.jpg,ma_83536470-b_w_outline.jpg
A2JI88OO9BS59Y,5,ma_8197559-a_w_outline.jpg,ma_8197559-b_w_outline.jpg
A2JI88OO9BS59Y,6,ma_3099758-a_w_outline.jpg,ma_3099758-b_w_outline.jpg
A2JI88OO9BS59Y,7,ma_77793328-a_w_outline.jpg,ma_77793328-b_w_outline.jpg
A2JI88OO9BS59Y,8,ma_79573638-a_w_outline.jpg,ma_79573638-b_w_outline.jpg
A2JI88OO9BS59Y,9,ma_97475929-a_w_outline.jpg,ma_97475929-b_w_outline.jpg
A2JI88OO9BS59Y,10,ma_32289063-a_w_outline.jpg,ma_32289063-b_w_outline.jpg
A2JI88OO9BS59Y,11,ma_16527526-a_w_outline.jpg,ma_16527526-b_w_outline.jpg
A2JI88OO9BS59Y,12,ma_31236119-a_w_outline.jpg,ma_31236119-b_w_outline.jpg
A2JI88OO9BS59Y,13,ma_77345858-a_w_outline.jpg,ma_77345858-b_w_outline.jpg
A2JI88OO9BS59Y,15,ma_1383096-a_w_outline.jpg,ma_1383096-b_w_outline.jpg
A2JI88OO9BS59Y,14,ma_51856108-a_w_outline.jpg,ma_51856108-b_w_outline.jpg
A2JI88OO9BS59Y,16,ma_87983207-a_w_outline.jpg,ma_87983207-b_w_outline.jpg
A2JI88OO9BS59Y,17,ma_79222679-a_w_outline.jpg,ma_79222679-b_w_outline.jpg
A2JI88OO9BS59Y,18,ma_18345691-a_w_outline.jpg,ma_18345691-b_w_outline.jpg
A2JI88OO9BS59Y,20,ma_89354846-a_w_outline.jpg,ma_89354846-b_w_outline.jpg
A2JI88OO9BS59Y,19,ma_90405028-a_w_outline.jpg,ma_90405028-b_w_outline.jpg
A2JI88OO9BS59Y,23,ma_79241011-a_w_outline.jpg,ma_79241011-b_w_outline.jpg
A2JI88OO9BS59Y,21,ma_62224663-a_w_outline.jpg,ma_62224663-b_w_outline.jpg
A2JI88OO9BS59Y,22,ma_55174490-a_w_outline.jpg,ma_55174490-b_w_outline.jpg
A2JI88OO9BS59Y,24,ma_61118260-a_w_outline.jpg,ma_61118260-b_w_outline.jpg
A2JI88OO9BS59Y,25,ma_69128765-a_w_outline.jpg,ma_69128765-b_w_outline.jpg
A2JI88OO9BS59Y,28,ma_72488522-a_w_outline.jpg,ma_72488522-b_w_outline.jpg
A2JI88OO9BS59Y,26,ma_81993755-a_w_outline.jpg,ma_81993755-b_w_outline.jpg
A2JI88OO9BS59Y,27,ma_73637203-a_w_outline.jpg,ma_73637203-b_w_outline.jpg
A2JI88OO9BS59Y,29,ma_45525109-a_w_outline.jpg,ma_45525109-b_w_outline.jpg
A2JI88OO9BS59Y,30,ma_86520382-a_w_outline.jpg,ma_86520382-b_w_outline.jpg
