consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,9.408285,space,14.79136,1,6.84638,0,0,0,58,1,two cactus plants are on the table,one cactus plant is on the table.,wolfe1,image-011,1,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,2,10.90142,0,1,1,582,1,a group of people ready to board a helicopter along with yellow labeled supplies,a group of people ready to board a helicopter along with blue labeled supplies,wolfe1,image-130,3,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,2,9.241475,0,2,2,410,1,men in pink robes are performing a ritual while a group including a man in an orange jacket watch,men in pink robes are performing a ritaul while a group including a man in a green jacket watch,wolfe1,image-099,3,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,3,7.630705,0,3,3,144,1,a line up of vendors under tents with two trees behind them,a line up of vendors under tents with one tree behind them,wolfe1,image-025,4,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,3,7.43866,0,4,4,298,1,group of people and man in blue shirt,group of people and man in green shirt,wolfe1,image-078,4,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,2,7.06382,0,5,5,425,1,a group of men in formal attire. one of the men has a red tie.,a group of men in formal attire. one of the men is wearing  a brown tie.,wolfe1,image-102,6,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,1,14.26321,0,6,6,221,1,kids playing basketball with an outdoor lamp on the wall behind the basketball goal,kids playing basketball with a red brick wall behind the basketball goal,wolfe1,image-040,6,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,3,10.61449,0,7,7,547,1,a pair of people standing and talking next to a body of water with a green pole standing next to them,a pair of people standing and talking next to a body of water with a brown pole standing next to them,wolfe1,image-124,3,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,2,9.810595,0,8,8,262,1,people digging in a yard with a small indistinguishable object near them,people digging in a yard with no small indistinguishable objects near them,wolfe1,image-047,2,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
,,,,4,10.53374,0,9,9,416,1,"a group of children play and climb around a swingset, including a young one in a pink shirt.","a group of children play and climb around a swingset, including a young one in an orange shirt.",wolfe1,image-101,1,31,A17K1CHOI773VZ,2021-01-07_20h33.30.128,MetaAwareness,2020.1.2,Win32,60,3UOMW19E6E9JRD6QD83HRHRLG9R5CM,A17K1CHOI773VZ,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,GR3R2,GR3R2,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,3R3YRB5GRG6F5XX1KXK0HHO15XCUAS,267902,267902,,,,,,,,,,
