consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,30.409,space,4.767,4,94.233,0,0,0,100,1,a retro looking bar booth with framed darts on the wall,a retro looking bar booth with framed darts on the wall,ma,27857618,1,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,43.728,0,1,1,212,1,a blue lamb surrounded by wooden numbered squares with a tilted 6,a blue lamb surrounded by wooden numbered squares with a straight 6,ma,62096551,3,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,50.381,0,2,2,291,1,a bunch of cupcakes containing the letter h twice,a bunch of cupcakes containing the letter h once,ma,77345858,8,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,6,11.865,0,3,3,122,1,12 various toy dinosaurs ranging from tiny to big,12 various toy dinosaurs ranging from tiny to big,ma,38466626,5,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,7.703,0,4,4,235,1,a website address located under a phone number with large spacing,a website address located under a phone number with no spacing,ma,69128765,6,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,9.803,0,5,5,360,1,a picture of a table set up for dinner. the table is covered with a table cloth that has printings of red and yellow flowers.,a picture of a table set up for dinner. the table is covered with a table cloth that has printings of red flowers.,ma,87983207,1,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,4,10.479,0,6,6,136,1,a circular wood etched symbolic art piece on a carving table with a squiggly symbol on the top right of the circle,a circular wood etched art piece on a carving table with a blank top right of the circle.,ma,42429798,5,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,4,13.623,0,7,7,402,1,second  window is closed in the building,second window  is  partially opened,ma,95091295,10,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,6.132,0,8,8,175,1,a plate of sushi with a long strip of rice.,a plate of suski with a short strip of rice.,ma,48486405,3,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
,,,,5,5.385,0,9,9,298,1,food table with a green ribbon,food table with a brown ribbon,ma,77793328,1,43,A2I2E366RTBJED,2021-01-08_11h31.17.885,MetaAwareness,2020.1.2,Win32,60,3MA5N0ATTDEVNUXY1M7O50H65GWWK1,A2I2E366RTBJED,39LOEL67OT8HNFR38F4LYHS620A38F,7EL90,7EL90,39LOEL67OT8HNFR38F4LYHS620A38F,39LOEL67OT8HNFR38F4LYHS620A38F,268040,268040,,,,,,,,,,
