consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,20.54985,space,1.242625,3,2.973465,0,0,0,105,1,a changing table against a blue wall with a larger sun light,a changing table against a blue wall with a smaller sun light,ma,24383097,4,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,2,0.21594,0,1,1,143,1,toy dinosaurs sorted in line large in the back to the smallest in the front. the smallest silver one is in line in the front,"toy dinosaurs sorted in line, large in the back to the smallest in the front. the smallest silver one is slightly out of line",ma,38466626,6,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,4,0.313935,0,2,2,245,1,a white table with pink treats and a jar with a crooked label,a white table with pink treats and the jars all have straight labels,ma,61118260,5,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,4,0.17511,0,3,3,186,1,"a birthdaychristmas arrangement with various gifts and desserts, including a chocolate cake with an orange smiling face","a birthday or christmas arrangement with various gifts and desserts, including a chocolate cake with a red smiling face",ma,46635293,3,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,2,0.2467,0,4,4,271,1,business cards with a website on it,business cards without a website on them,ma,69128765,4,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,3,0.842435,0,5,5,272,1,a black and white checker pattern displaying cards that have brands and addresses. one such card has a web url a the bottom of the card.,a black and white checker pattern displaying cards that have brands and addresses. one card has a web url placed directly under the phone number.,ma,69128765,5,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,4,0.236715,0,6,6,400,1,a wall full of framed pictures. one smaller picture has a white frame and shows a dark image.,a wall full of framed pictures. one shows a white frame and shows a dark image.,ma,83691215,6,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,3,0.227425,0,7,7,23,1,a yellow and black 'walle' cake from disney with the word laurie on it,a yellow and black 'walle' cake from disney with the word laurie on it,ma,12115280,3,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,2,0.25136,0,8,8,152,1,a wooden decorative memento decorated with two colorful circles sitting on a shelf along with other meaningful items,a wooden decorative memento decorated with one colorful circle sitting on a shelf along with other meaningful items,ma,38546029,10,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
,,,,3,0.19236,0,9,9,450,1,an assortment of small pillowlike green items,an assortment of small pillowlike green items and a manilla envelope with a stamp in the corner,ma,8974554,9,30,AG7C4X3WKKBV,2021-01-07_21h17.35.362,MetaAwareness,2020.1.2,Win32,60,375VSR8FVXCL4TFY2T0S5GX2H92RZL,AG7C4X3WKKBV,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,4CAA5,4CAA5,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,3AAJC4I4FHV7SPUFKQWLR86ZX2RJZS,267895,267895,,,,,,,,,,
